customer_id,two_factor_enabled,last_login
CUST000231,False,2025-10-25T12:09:46.757273
CUST000232,False,2023-12-29T20:41:47.609186
CUST000233,False,2024-04-09T17:15:09.561069
CUST000234,True,2024-09-29T16:07:46.589692
CUST000235,False,2024-04-09T12:30:54.307519
CUST000236,False,2023-07-25T09:36:31.261838
CUST000237,True,2024-08-20T00:48:43.498424
CUST000238,False,2023-01-28T01:52:52.201765
CUST000239,False,2025-04-05T00:29:37.726708
CUST000240,False,2025-11-08T19:41:03.222497
CUST000241,True,2025-08-20T11:37:26.707792
CUST000242,False,2025-06-15T17:31:40.351657
CUST000243,True,2023-02-08T12:39:01.527025
CUST000244,True,2023-12-09T14:15:32.260756
CUST000245,True,2023-05-07T20:23:06.042797
CUST000246,False,2024-01-01T22:27:00.074125
CUST000247,False,2025-01-21T19:48:27.527043
CUST000248,False,2023-04-04T10:41:35.991701
CUST000249,False,2023-08-16T18:00:34.538466
CUST000250,False,2025-06-13T16:38:06.360967
CUST000251,False,2025-01-24T20:37:27.345350
CUST000252,True,2024-04-09T03:35:25.915306
CUST000253,False,2024-07-21T19:34:33.024953
CUST000254,True,2023-04-03T18:59:19.673050
CUST000255,True,2023-08-20T12:36:50.173374
CUST000256,False,2023-05-25T21:10:59.462187
CUST000257,False,2023-05-30T02:54:58.238667
CUST000258,True,2024-01-29T20:31:29.259824
CUST000259,False,2025-06-15T09:03:26.172747
CUST000260,False,2025-06-13T05:19:02.887327
CUST000261,True,2025-11-10T17:54:53.998245
CUST000262,False,2024-09-21T17:17:49.594110
CUST000263,True,2024-07-17T06:05:27.518715
CUST000264,False,2023-06-10T23:59:25.644120
CUST000265,True,2024-03-13T09:17:41.426097
CUST000266,False,2024-06-19T23:12:31.027919
CUST000267,True,2023-06-17T05:03:35.215278
CUST000268,False,2025-12-21T22:23:34.899158
CUST000269,False,2025-06-19T16:28:14.472975
CUST000270,False,2025-06-29T10:49:53.609829
CUST000271,False,2023-11-04T03:15:45.786260
CUST000272,True,2025-06-18T22:28:35.373017
CUST000273,True,2023-06-13T06:11:02.860827
CUST000274,False,2025-11-09T01:45:07.894626
CUST000275,True,2024-03-07T07:05:19.646198
CUST000276,False,2023-10-27T19:38:20.105170
CUST000277,True,2024-12-10T06:03:00.729567
CUST000278,True,2025-11-03T08:54:13.955262
CUST000279,False,2023-01-19T15:27:57.896408
CUST000280,False,2025-04-18T17:23:41.889907
CUST000281,False,2023-11-18T20:54:20.022959
CUST000282,True,2023-05-25T06:46:33.505435
CUST000283,True,2023-02-17T21:08:58.600880
CUST000284,True,2025-02-12T08:36:38.487537
CUST000285,True,2024-04-22T12:58:14.988871
CUST000286,False,2023-04-08T12:08:50.763640
CUST000287,False,2024-07-18T13:09:33.963716
CUST000288,True,2023-03-26T22:22:45.217126
CUST000289,True,2025-10-19T19:47:04.527593
CUST000290,False,2023-07-02T05:18:30.883998
CUST000291,True,2023-10-14T15:51:29.616332
CUST000292,False,2023-02-13T20:30:59.733781
CUST000293,False,2025-07-11T22:46:42.351105
CUST000294,False,2025-08-13T18:43:09.751101
CUST000295,False,2024-01-19T11:39:02.408219
CUST000296,False,2023-01-21T07:09:38.084460
CUST000297,False,2024-10-31T05:01:34.302551
CUST000298,True,2024-09-05T00:03:08.494017
CUST000299,True,2025-09-27T16:26:04.509539
CUST000300,False,2025-10-24T21:06:23.115257
CUST000301,False,2024-02-09T19:05:18.804525
CUST000302,False,2023-01-29T00:10:06.883466
CUST000303,True,2025-01-31T11:11:50.250925
CUST000304,False,2024-08-11T00:49:21.272384
CUST000305,False,2025-02-26T07:43:12.542001
CUST000306,True,2025-08-15T00:04:45.540398
CUST000307,False,2024-10-04T08:47:24.247189
CUST000308,False,2024-03-05T12:30:11.263017
CUST000309,False,2024-09-05T11:54:45.340924
CUST000310,True,2023-04-27T04:55:43.551127
CUST000311,False,2024-03-22T00:41:22.813781
CUST000312,False,2024-09-07T14:08:32.944783
CUST000313,False,2024-02-24T05:36:10.263818
CUST000314,False,2023-01-15T05:32:15.047144
CUST000315,False,2024-09-19T22:08:01.694067
CUST000316,True,2024-11-02T03:26:10.454268
CUST000317,False,2025-04-27T17:37:51.246115
CUST000318,True,2024-05-30T05:16:23.082238
CUST000319,True,2024-05-07T05:35:37.991952
CUST000320,False,2025-08-16T20:33:00.469448
CUST000321,True,2023-06-11T16:29:25.656948
CUST000322,True,2024-11-13T01:40:00.299081
CUST000323,False,2024-11-26T01:35:21.700218
CUST000324,True,2025-09-29T07:50:53.522038
CUST000325,True,2024-05-30T09:50:44.891868
CUST000326,False,2024-09-17T04:29:42.164593
CUST000327,False,2023-06-18T05:38:40.689522
CUST000328,False,2023-08-02T13:32:27.330334
CUST000329,False,2023-12-06T23:54:56.083154
CUST000330,True,2023-09-14T13:13:08.690530
CUST000331,False,2025-04-17T11:19:04.606858
CUST000332,False,2024-05-06T13:09:16.541336
CUST000333,True,2024-12-09T08:37:58.492447
CUST000334,False,2025-01-03T18:41:05.213907
CUST000335,False,2025-01-15T05:51:47.899024
CUST000336,False,2025-07-11T06:52:26.833495
CUST000337,False,2023-02-27T11:18:09.919087
CUST000338,False,2025-09-03T00:48:55.677758
CUST000339,False,2025-04-08T19:42:26.012795
CUST000340,True,2023-09-22T08:25:59.598337
CUST000341,False,2023-12-09T21:50:12.808379
CUST000342,True,2024-05-04T03:13:49.997216
CUST000343,True,2023-10-09T02:40:30.753582
CUST000344,False,2023-12-05T22:36:31.566263
CUST000345,False,2023-01-04T12:43:43.771983
CUST000346,False,2024-09-20T18:27:20.174376
CUST000347,True,2024-10-15T12:07:20.562476
CUST000348,False,2023-09-23T10:53:07.360414
CUST000349,True,2024-12-16T10:51:31.268389
CUST000350,False,2023-12-24T05:14:39.871868
CUST000351,False,2024-06-14T18:18:29.868478
CUST000352,True,2023-09-12T19:38:00.057780
CUST000353,False,2023-03-11T07:24:28.891849
CUST000354,False,2025-12-01T12:20:22.526400
CUST000355,False,2025-09-24T21:51:03.611722
CUST000356,True,2024-03-13T07:20:43.032030
CUST000357,False,2023-01-22T20:33:23.725650
CUST000358,True,2025-02-15T06:21:04.500878
CUST000359,False,2025-06-01T14:12:23.176810
CUST000360,False,2025-09-19T10:10:00.470442
CUST000361,False,2023-06-25T18:50:24.417630
CUST000362,True,2023-07-01T12:42:41.188036
CUST000363,True,2025-01-10T21:14:15.483505
CUST000364,False,2024-07-09T19:33:17.623820
CUST000365,False,2023-01-27T11:20:35.692974
CUST000366,True,2025-01-09T16:38:25.305840
CUST000367,False,2024-02-23T17:51:11.597753
CUST000368,True,2025-10-08T16:37:25.692613
CUST000369,False,2023-09-09T16:38:19.053429
CUST000370,False,2025-06-14T06:28:58.170606
CUST000371,False,2023-12-22T05:04:55.992339
CUST000372,True,2024-05-22T00:14:00.954992
CUST000373,False,2024-07-21T10:44:43.855770
CUST000374,False,2023-04-11T17:30:37.122137
CUST000375,False,2024-10-20T05:09:28.140043
CUST000376,False,2025-01-03T12:21:25.350294
CUST000377,False,2025-01-13T08:15:23.595220
CUST000378,True,2024-11-19T21:17:23.292766
CUST000379,True,2025-08-27T16:08:30.915749
CUST000380,True,2024-07-18T11:56:32.175104
CUST000381,True,2024-08-01T10:52:16.299299
CUST000382,True,2024-08-15T11:38:21.952077
CUST000383,False,2024-09-17T08:35:36.325006
CUST000384,True,2025-11-22T01:00:40.163494
CUST000385,False,2025-01-24T22:19:27.370042
CUST000386,True,2023-06-18T11:24:11.242915
CUST000387,True,2025-08-07T19:21:53.153128
CUST000388,True,2025-11-02T00:38:42.818178
CUST000389,True,2025-01-31T13:26:24.005354
CUST000390,True,2025-10-01T16:18:20.612390
CUST000391,True,2024-09-11T06:01:52.564198
CUST000392,False,2025-01-27T13:35:07.110222
CUST000393,True,2024-07-04T13:00:25.467481
CUST000394,True,2024-11-30T06:52:38.278342
CUST000395,True,2025-12-28T04:34:30.467098
CUST000396,True,2024-02-09T23:15:27.354025
CUST000397,False,2023-03-25T05:11:30.924759
CUST000398,False,2024-04-14T07:29:08.467135
CUST000399,False,2023-10-23T17:58:49.499855
CUST000400,True,2025-11-09T23:37:26.218720
CUST000401,False,2023-05-16T04:15:46.932566
CUST000402,True,2023-12-08T14:59:22.680572
CUST000403,False,2024-09-30T06:32:45.942091
CUST000404,False,2023-03-06T20:00:42.194190
CUST000405,True,2024-01-19T07:52:10.499789
CUST000406,False,2024-07-16T14:02:23.619066
CUST000407,False,2025-02-15T14:50:58.394292
CUST000408,False,2024-04-02T07:02:21.507337
CUST000409,False,2024-05-11T02:10:58.232380
CUST000410,False,2025-02-05T11:50:18.195787
CUST000411,True,2025-02-07T00:59:02.672654
CUST000412,False,2023-03-04T08:27:29.444335
CUST000413,True,2025-09-23T04:08:19.004827
CUST000414,True,2023-01-19T06:45:33.219771
CUST000415,False,2023-01-14T15:14:23.411924
CUST000416,False,2024-03-27T01:24:39.082406
CUST000417,True,2024-09-01T15:59:47.351153
CUST000418,False,2024-12-27T19:46:45.502536
CUST000419,False,2023-09-12T15:54:50.964320
CUST000420,False,2024-02-27T19:54:42.670269
CUST000421,True,2023-10-29T06:36:10.895755
CUST000422,False,2024-05-18T01:49:23.106139
CUST000423,False,2025-05-15T14:09:32.404711
CUST000424,True,2024-04-09T20:39:17.302561
CUST000425,False,2023-02-02T11:20:03.257002
CUST000426,False,2025-01-21T07:21:01.764060
CUST000427,True,2023-03-29T07:25:26.673088
CUST000428,True,2023-12-08T10:25:56.813722
CUST000429,False,2023-01-09T10:35:18.794119
CUST000430,True,2025-09-24T14:24:31.198294
CUST000431,True,2024-03-02T12:54:15.669455
CUST000432,False,2024-07-18T17:09:57.914506
CUST000433,False,2023-02-27T15:15:09.211351
CUST000434,False,2023-01-05T01:59:42.630512
CUST000435,True,2023-12-23T08:10:26.077055
CUST000436,True,2025-07-24T19:27:35.584594
CUST000437,False,2024-07-14T16:00:14.004639
CUST000438,True,2025-10-24T02:25:00.928568
CUST000439,False,2023-07-04T20:39:55.706037
CUST000440,False,2025-10-21T15:24:08.513457
CUST000441,True,2023-05-11T14:48:40.203298
CUST000442,True,2025-11-28T21:46:19.869142
CUST000443,False,2025-02-08T19:38:26.734569
CUST000444,False,2023-04-24T14:59:05.489196
CUST000445,True,2023-04-05T21:08:44.741746
CUST000446,True,2023-05-27T22:06:39.108855
CUST000447,False,2023-11-20T08:16:45.629452
CUST000448,False,2025-11-30T22:36:47.710101
CUST000449,True,2023-03-26T16:43:19.589886
CUST000450,True,2025-12-22T17:01:52.034101
CUST000451,True,2023-04-13T00:37:09.985653
CUST000452,True,2023-11-10T04:18:10.343389
CUST000453,False,2023-06-28T03:12:01.348129
CUST000454,True,2023-04-04T00:19:08.211030
CUST000455,False,2025-09-15T21:16:17.821699
CUST000456,False,2024-05-20T05:13:15.474079
CUST000457,True,2023-05-11T01:14:40.020066
CUST000458,True,2023-07-16T09:33:02.472442
CUST000459,True,2025-02-26T00:35:39.567147
CUST000460,False,2023-05-21T09:04:24.212964
CUST000461,False,2024-09-24T17:50:06.641929
CUST000462,True,2023-04-04T21:45:52.506067
CUST000463,True,2024-08-25T23:25:07.115432
CUST000464,False,2023-02-20T17:57:34.185240
CUST000465,True,2023-12-11T07:55:36.731634
CUST000466,False,2024-01-01T08:09:10.780691
CUST000467,True,2025-09-01T06:20:40.541265
CUST000468,True,2023-01-28T01:51:40.996408
CUST000469,False,2025-01-29T12:30:11.828344
CUST000470,True,2023-10-17T01:14:22.592764
CUST000471,True,2025-12-26T10:08:17.201198
CUST000472,False,2025-04-02T21:28:46.127832
CUST000473,False,2024-04-02T15:40:33.180866
CUST000474,True,2025-11-17T06:28:33.123220
CUST000475,True,2025-02-14T01:50:25.519502
CUST000476,True,2025-12-01T22:36:57.986735
CUST000477,False,2023-01-15T07:42:52.987576
CUST000478,True,2023-02-11T03:28:34.991582
CUST000479,True,2023-06-22T14:13:47.085812
CUST000480,False,2024-05-14T21:54:31.897535
CUST000481,False,2023-04-05T14:26:14.110745
CUST000482,False,2023-07-31T10:27:08.707408
CUST000483,True,2025-08-30T18:00:03.234182
CUST000484,False,2023-08-08T08:00:26.896730
CUST000485,True,2023-03-04T06:39:59.995536
CUST000486,True,2025-01-04T11:22:37.063509
CUST000487,False,2025-05-09T04:22:07.165530
CUST000488,True,2025-04-26T14:19:01.903978
CUST000489,True,2023-08-11T18:41:28.914577
CUST000490,True,2023-05-18T17:03:09.203445
CUST000491,True,2025-09-03T03:00:39.699331
CUST000492,True,2025-09-17T02:05:46.961121
CUST000493,True,2025-03-01T13:51:44.283607
CUST000494,False,2024-08-04T01:18:41.657804
CUST000495,False,2023-11-19T03:07:49.468445
CUST000496,False,2023-11-24T20:13:30.157660
CUST000497,True,2025-12-28T18:10:50.866632
CUST000498,True,2023-08-01T10:10:58.453302
CUST000499,True,2025-08-25T22:01:33.047542
CUST000500,True,2023-07-04T22:00:58.096135
CUST000501,False,2024-07-13T23:22:12.138803
CUST000502,True,2024-05-08T16:00:40.858387
CUST000503,False,2025-09-17T14:47:20.137200
CUST000504,False,2024-11-17T05:24:11.253877
CUST000505,False,2025-06-12T23:59:52.925176
CUST000506,False,2024-12-28T12:30:56.869374
CUST000507,False,2023-08-27T16:02:02.363722
CUST000508,False,2024-06-29T02:41:31.316124
CUST000509,False,2024-06-12T14:01:22.524713
CUST000510,True,2023-07-14T06:20:19.914019
CUST000511,True,2025-01-29T11:21:52.789378
CUST000512,False,2025-03-03T09:24:00.547625
CUST000513,True,2025-10-15T23:26:31.796141
CUST000514,True,2023-11-01T16:50:38.113743
CUST000515,False,2025-12-26T22:21:00.582099
CUST000516,True,2023-08-07T23:00:08.388869
CUST000517,True,2023-04-10T21:44:15.946741
CUST000518,True,2024-01-06T00:49:55.807669
CUST000519,True,2023-04-18T02:47:16.344497
CUST000520,True,2024-10-02T20:56:39.414814
CUST000521,False,2024-11-21T14:43:25.170321
CUST000522,True,2025-07-07T19:37:07.435699
CUST000523,False,2023-10-21T02:51:42.505044
CUST000524,True,2025-05-21T05:38:47.765532
CUST000525,False,2024-12-30T03:53:05.275093
CUST000526,False,2025-05-22T03:29:55.514847
CUST000527,False,2025-07-28T23:16:10.240077
CUST000528,True,2024-08-15T06:23:40.238265
CUST000529,True,2024-04-21T05:22:54.914726
CUST000530,False,2025-06-01T21:34:35.119478
CUST000531,False,2024-07-09T06:35:37.858033
CUST000532,True,2025-11-26T07:32:21.757855
CUST000533,True,2024-05-23T10:16:21.547081
CUST000534,False,2025-01-22T21:52:28.242357
CUST000535,True,2024-11-08T20:03:34.576533
CUST000536,False,2024-11-27T18:36:53.962509
CUST000537,True,2025-07-19T07:20:14.986761
CUST000538,False,2024-03-19T14:29:19.091175
CUST000539,True,2025-01-21T05:07:27.415572
CUST000540,False,2024-09-24T21:09:38.877251
CUST000541,True,2025-03-24T10:05:16.599177
CUST000542,False,2025-04-06T17:04:09.909189
CUST000543,False,2023-06-11T05:15:58.309602
CUST000544,True,2025-10-07T10:30:42.656503
CUST000545,False,2024-07-13T11:07:07.650400
CUST000546,True,2024-08-13T16:40:10.943993
CUST000547,False,2023-02-23T06:20:37.295816
CUST000548,False,2025-04-24T23:45:33.432527
CUST000549,True,2025-11-13T11:18:37.683765
CUST000550,True,2025-11-08T16:37:31.774127
CUST000551,False,2023-04-13T12:19:04.185742
CUST000552,False,2024-10-12T12:31:24.685679
CUST000553,False,2023-11-14T10:04:41.129448
CUST000554,False,2025-01-10T13:06:16.523753
CUST000555,True,2023-05-24T17:14:32.810978
CUST000556,False,2023-02-20T15:08:07.975541
CUST000557,False,2023-09-17T20:41:41.781482
CUST000558,False,2025-05-19T05:55:48.322666
CUST000559,True,2023-06-04T01:56:08.938653
CUST000560,False,2023-05-27T15:40:33.830391
CUST000561,True,2025-04-30T18:58:19.977897
CUST000562,True,2023-10-01T21:38:06.375544
CUST000563,True,2025-05-29T01:50:14.618367
CUST000564,False,2024-05-29T20:34:42.375210
CUST000565,False,2025-08-17T13:31:39.513342
CUST000566,False,2024-02-04T01:55:14.157523
CUST000567,True,2025-03-26T03:09:37.714371
CUST000568,True,2024-07-03T14:18:04.101478
CUST000569,True,2023-09-19T11:31:31.891919
CUST000570,True,2023-07-20T16:36:11.007108
CUST000571,False,2025-11-15T07:36:37.402951
CUST000572,False,2023-12-07T10:26:52.253449
CUST000573,True,2024-07-02T20:32:29.367191
CUST000574,True,2023-09-18T02:48:07.367142
CUST000575,False,2023-09-21T09:43:25.636954
CUST000576,True,2024-05-31T10:15:43.841382
CUST000577,False,2024-05-13T12:01:33.741684
CUST000578,True,2023-02-26T18:55:15.551423
CUST000579,True,2025-04-05T05:08:54.112745
CUST000580,True,2023-01-30T12:36:13.279167
CUST000581,True,2023-01-10T00:41:28.417966
