account_id,customer_id,account_type,account_number_masked,balance,available_balance,status,opened_date
ACC3C860D21,CUST000020,checking,****1425,44368.38,44368.38,active,2021-02-26T21:55:04.121914
ACC08F0565D,CUST000020,savings,****3093,15019.66,15019.66,active,2016-02-13T17:42:41.449271
ACCEB38366C,CUST000020,credit,****9824,42909.47,42909.47,active,2024-04-19T10:40:49.151161
ACCBAAD5A73,CUST000021,savings,****6849,44045.31,44045.31,active,2017-08-09T19:29:43.100848
ACC863AD673,CUST000022,savings,****2450,36795.64,36795.64,active,2020-04-02T22:07:29.555516
ACCFDC843DB,CUST000022,savings,****2981,12896.71,12896.71,active,2015-10-02T19:25:34.528933
ACC496EB7F5,CUST000022,credit,****3044,49189.78,49189.78,active,2018-02-18T12:38:43.623926
ACCDFC4B8D7,CUST000023,checking,****1201,5400.33,5400.33,active,2016-04-19T05:36:44.240335
ACC66256A3F,CUST000023,checking,****1527,28378.87,28378.87,active,2019-01-21T22:46:39.277844
ACCCED41341,CUST000023,credit,****7041,6061.53,6061.53,active,2023-05-07T14:50:30.490888
ACCD99CFADF,CUST000024,checking,****2734,11620.41,11620.41,active,2020-01-31T00:39:55.935578
ACC443955A8,CUST000024,savings,****7113,48524.63,48524.63,active,2017-05-12T12:21:01.239690
ACC061BCADC,CUST000025,checking,****2465,8521.65,8521.65,active,2025-05-11T16:55:59.390497
ACC8029B278,CUST000026,credit,****9830,41857.2,41857.2,active,2019-07-03T01:51:11.870238
ACCD8639917,CUST000027,savings,****3235,33851.65,33851.65,active,2018-01-14T11:58:07.124225
ACCB6529246,CUST000028,savings,****7370,25092.93,25092.93,active,2025-02-24T23:40:35.686925
ACC54CE5B7F,CUST000028,savings,****9664,37146.6,37146.6,active,2017-06-08T04:00:52.678494
ACC37915CA8,CUST000029,credit,****9785,24630.07,24630.07,active,2024-10-26T13:24:45.533242
ACCE8A5C177,CUST000029,checking,****6903,16951.04,16951.04,active,2016-02-17T13:53:39.824588
ACCE9C7C934,CUST000029,credit,****1845,19665.89,19665.89,active,2020-08-17T00:51:57.936841
ACC439A9210,CUST000030,checking,****6105,29182.41,29182.41,active,2022-10-01T06:00:31.529318
ACC0987B609,CUST000030,credit,****5254,43400.74,43400.74,active,2024-07-24T10:37:21.006292
ACCF66E77F6,CUST000031,checking,****7923,32431.09,32431.09,active,2019-10-05T14:22:59.163460
ACC748CAE15,CUST000032,savings,****5636,2047.65,2047.65,active,2022-10-01T11:52:45.385737
ACC89A394D7,CUST000033,savings,****9391,39331.6,39331.6,active,2018-10-21T21:52:15.217109
ACC8D25E9B9,CUST000033,credit,****9380,12034.09,12034.09,active,2023-06-23T01:48:59.844765
ACCD1B563D8,CUST000033,credit,****2021,16480.46,16480.46,active,2025-01-07T10:23:37.203920
ACC2E2F2C36,CUST000034,credit,****6199,43028.51,43028.51,active,2016-06-23T12:09:24.078130
ACC721ECC12,CUST000034,savings,****3241,13152.83,13152.83,active,2025-06-07T23:24:36.943718
ACCE110A9A2,CUST000034,credit,****9773,10523.17,10523.17,active,2016-11-29T08:30:47.174290
ACC59FE5072,CUST000035,credit,****9007,10461.21,10461.21,active,2021-08-06T10:50:54.703352
ACC8D21B6FA,CUST000035,savings,****9864,46715.4,46715.4,active,2025-04-27T15:21:08.288009
ACC276FB5CA,CUST000036,credit,****9281,9934.17,9934.17,active,2015-05-16T00:12:37.257878
ACC1495B52D,CUST000036,savings,****9765,35601.17,35601.17,active,2020-01-25T17:08:10.754559
ACC9A34C0C4,CUST000037,credit,****6206,48011.97,48011.97,active,2025-10-08T17:41:54.725250
ACCC571182C,CUST000037,checking,****6610,37849.03,37849.03,active,2016-02-02T13:57:44.821330
ACCA19AA1B1,CUST000037,savings,****9070,30067.71,30067.71,active,2020-02-06T21:24:38.158685
ACC96F3E8BE,CUST000038,savings,****6934,11384.11,11384.11,active,2015-01-01T08:54:10.552472
ACC1CD18166,CUST000038,savings,****4651,7524.75,7524.75,active,2017-07-17T19:00:49.170222
ACC81066228,CUST000039,checking,****2086,4606.19,4606.19,active,2017-04-17T07:58:15.986514
ACCF462A3E6,CUST000039,checking,****5185,19075.09,19075.09,active,2021-02-20T21:26:57.976275
ACC566BF7AB,CUST000040,credit,****3938,38686.71,38686.71,active,2019-07-15T09:11:31.428463
ACC50F20230,CUST000041,savings,****3955,5388.75,5388.75,active,2016-09-07T09:27:46.450628
ACCCEBBD314,CUST000041,savings,****4893,22483.56,22483.56,active,2022-07-16T02:06:44.644256
ACCAC7B8F04,CUST000042,checking,****8549,7812.19,7812.19,active,2025-01-01T17:07:20.160569
ACCB97A5C15,CUST000042,savings,****8871,17905.63,17905.63,active,2025-07-28T03:00:07.263850
ACC7361B7A3,CUST000042,savings,****7487,32090.94,32090.94,active,2021-09-08T01:18:40.979794
ACCF7720CD1,CUST000043,checking,****4847,5629.34,5629.34,active,2024-11-18T10:37:43.639261
ACCCE86988F,CUST000044,checking,****6859,13138.78,13138.78,active,2022-12-19T21:37:53.544446
ACCB4FFD2D5,CUST000045,credit,****6594,40340.57,40340.57,active,2015-06-26T20:50:26.653290
ACCCDEC9570,CUST000045,savings,****7006,11427.84,11427.84,active,2021-12-03T14:00:36.966363
ACC7DE73F7F,CUST000046,savings,****7630,24943.72,24943.72,active,2025-08-24T01:15:23.754123
ACC4788730F,CUST000046,checking,****8360,47600.43,47600.43,active,2025-03-11T00:13:32.357179
ACC4504D5C2,CUST000046,checking,****4478,9130.95,9130.95,active,2022-08-24T00:29:33.032521
ACC7A00166A,CUST000047,checking,****7703,45910.17,45910.17,active,2021-10-24T02:50:51.146218
ACC7D9E3724,CUST000047,checking,****9807,16955.6,16955.6,active,2018-01-18T20:43:53.478192
ACC414F7AB8,CUST000048,checking,****2073,7743.05,7743.05,active,2018-09-18T14:46:30.771643
ACC3F7E8B2D,CUST000048,savings,****5180,3837.23,3837.23,active,2019-06-03T20:50:46.000962
ACC79B0BCDB,CUST000049,credit,****4610,11405.52,11405.52,active,2021-07-08T21:39:50.024552
ACCA2E8BFBC,CUST000049,checking,****8366,28621.27,28621.27,active,2018-01-26T10:18:21.740267
ACC84C64A52,CUST000049,savings,****5707,38650.16,38650.16,active,2019-01-27T23:29:44.756834
ACC43916BFF,CUST000050,credit,****9078,32230.32,32230.32,active,2022-10-30T08:23:16.482275
ACC45E1ADCC,CUST000050,checking,****7808,45582.72,45582.72,active,2025-02-14T09:11:55.509376
ACC427D89F3,CUST000051,checking,****4125,7093.95,7093.95,active,2015-09-23T14:05:24.830624
ACCFE3A4C57,CUST000051,credit,****5416,3397.24,3397.24,active,2015-09-26T00:48:25.424432
ACC4402A930,CUST000052,checking,****4757,29442.08,29442.08,active,2023-08-16T10:44:15.141956
ACC805A064D,CUST000052,savings,****3479,19759.43,19759.43,active,2023-04-20T00:40:57.253639
ACCAA9B88D1,CUST000053,savings,****1405,383.92,383.92,active,2023-02-26T07:59:29.907691
ACC2022A60A,CUST000053,credit,****3780,26944.8,26944.8,active,2018-08-06T09:09:46.949007
ACCF03FEFED,CUST000054,credit,****3307,10115.1,10115.1,active,2017-06-26T09:12:54.986040
ACCBD39A44A,CUST000054,checking,****9432,47966.81,47966.81,active,2016-08-27T10:46:03.457690
ACC9C629054,CUST000055,credit,****4568,6265.32,6265.32,active,2025-08-19T15:45:06.485779
ACCBD296C6A,CUST000055,checking,****3073,35055.04,35055.04,active,2019-07-17T20:46:29.272546
ACC13E59413,CUST000055,checking,****7829,35863.99,35863.99,active,2021-11-28T20:47:13.598933
ACC63C921E9,CUST000056,savings,****7505,28785.83,28785.83,active,2024-12-23T17:42:01.718176
ACCD4F4A603,CUST000056,savings,****5577,40782.27,40782.27,active,2023-02-04T22:19:28.533499
ACC598BDC35,CUST000057,credit,****4638,41415.28,41415.28,active,2024-01-18T06:29:52.438190
ACCA8C22BBC,CUST000057,credit,****8784,26738.26,26738.26,active,2018-02-10T15:01:48.634729
ACC0EFF508B,CUST000057,checking,****5597,28454.04,28454.04,active,2018-04-21T16:18:46.427119
ACC9032296C,CUST000058,savings,****3976,24841.76,24841.76,active,2015-03-18T09:38:50.235080
ACCD9ECA967,CUST000058,credit,****2816,34915.45,34915.45,active,2016-10-12T20:34:44.119711
ACCA440F216,CUST000058,credit,****8284,6371.78,6371.78,active,2018-09-18T16:19:56.001379
ACC68DB3AEC,CUST000059,checking,****8515,19923.58,19923.58,active,2020-09-09T04:33:12.092051
ACC7C907B9E,CUST000060,savings,****6998,23580.8,23580.8,active,2019-09-07T00:07:37.536257
ACCEC954976,CUST000060,credit,****1194,23233.97,23233.97,active,2019-02-13T04:54:59.780685
ACCF8F2238A,CUST000061,credit,****3362,46179.85,46179.85,active,2016-07-26T06:20:12.296661
ACCF05CED72,CUST000062,credit,****2474,26054.61,26054.61,active,2017-02-14T05:51:45.391132
ACC459E5DDB,CUST000063,savings,****1385,21323.53,21323.53,active,2023-05-28T09:12:53.932513
ACC4B8F957C,CUST000064,savings,****5807,39505.35,39505.35,active,2025-09-02T13:53:31.927785
ACC03D2446C,CUST000064,savings,****1299,20257.58,20257.58,active,2020-03-25T23:42:05.675471
ACCAC2055B8,CUST000064,checking,****3727,23627.41,23627.41,active,2020-02-18T01:52:32.591198
ACC361C8101,CUST000065,savings,****2941,853.8,853.8,active,2016-12-20T00:53:20.638452
ACC65536D12,CUST000066,checking,****9951,3027.5,3027.5,active,2023-05-23T08:01:51.985967
ACC1C76B2C0,CUST000066,checking,****5338,29405.61,29405.61,active,2025-06-07T21:33:48.234220
ACC3F3EA47E,CUST000067,credit,****2644,38594.65,38594.65,active,2017-08-20T20:32:25.415997
ACC83F3AD71,CUST000068,checking,****3241,18925.02,18925.02,active,2019-04-13T08:42:26.906176
ACC22A210EE,CUST000068,credit,****2331,14060.46,14060.46,active,2018-08-26T19:56:36.732312
ACCFE7335D9,CUST000068,checking,****7793,26434.61,26434.61,active,2018-01-22T05:36:50.927222
ACC6E78ECFD,CUST000069,credit,****7554,18471.93,18471.93,active,2016-09-05T19:01:04.547128
ACCA9D3DEC8,CUST000070,savings,****5815,36588.12,36588.12,active,2020-05-08T03:43:16.255179
ACCEB863005,CUST000071,credit,****3589,13114.62,13114.62,active,2016-02-28T16:07:14.271719
ACCD51E8304,CUST000072,credit,****1553,25311.6,25311.6,active,2023-04-10T20:30:24.481205
ACCD51E086B,CUST000072,savings,****3820,4993.81,4993.81,active,2022-03-07T06:50:59.952323
ACCC9CA9696,CUST000073,credit,****8098,28919.32,28919.32,active,2015-07-05T10:47:49.541538
ACCAAA2F762,CUST000073,savings,****9459,14626.78,14626.78,active,2021-01-26T16:01:29.936506
ACC5A16ADFD,CUST000074,credit,****4364,22164.69,22164.69,active,2019-06-06T10:48:10.100740
ACC0DE7C2F5,CUST000074,savings,****8750,13170.23,13170.23,active,2015-12-16T05:55:54.492211
ACC9F9704F4,CUST000074,savings,****3587,29132.39,29132.39,active,2016-11-07T23:51:56.759849
ACCC4C9AC97,CUST000075,credit,****2508,4215.39,4215.39,active,2024-11-28T07:23:48.823877
ACC237A10BD,CUST000076,credit,****7285,8878.18,8878.18,active,2024-11-04T15:24:06.510623
ACC04F424E8,CUST000076,credit,****7279,20680.57,20680.57,active,2021-08-14T13:43:14.663298
ACCB4354093,CUST000077,checking,****7747,171.52,171.52,active,2021-12-04T21:49:19.640620
ACC2E84E929,CUST000078,checking,****8284,41195.37,41195.37,active,2025-02-19T10:22:40.743580
ACCA9164CCA,CUST000079,savings,****1149,40135.37,40135.37,active,2024-01-13T13:56:09.327473
ACCC93B231B,CUST000080,checking,****8715,17230.04,17230.04,active,2015-08-13T22:32:29.802026
ACC92E5CA50,CUST000080,checking,****5148,42591.07,42591.07,active,2018-08-23T21:43:25.846784
ACC74197CBB,CUST000081,credit,****3495,35670.0,35670.0,active,2016-12-25T03:47:38.555601
ACC537F5708,CUST000082,credit,****4770,2528.62,2528.62,active,2016-10-29T05:28:04.477895
ACC048528F5,CUST000082,credit,****2146,29135.62,29135.62,active,2024-04-17T17:35:30.490617
ACC8776F1DD,CUST000082,credit,****4660,18173.87,18173.87,active,2019-02-12T23:42:31.070262
ACCC6C9F00C,CUST000083,credit,****7549,15810.42,15810.42,active,2015-02-10T17:36:18.847162
ACCE71017B8,CUST000084,checking,****5407,21685.08,21685.08,active,2018-03-24T21:11:51.523830
ACCEC5BEB8F,CUST000084,credit,****8995,20526.04,20526.04,active,2019-08-20T02:38:25.515974
ACC421CFDAE,CUST000085,credit,****5278,19758.25,19758.25,active,2020-04-03T19:58:07.208595
ACCB4558CA3,CUST000085,savings,****9569,22895.34,22895.34,active,2016-03-18T16:04:56.319298
ACC0D952D92,CUST000085,credit,****9051,4796.1,4796.1,active,2019-05-14T11:02:05.066878
ACCB8E49DD0,CUST000086,credit,****3226,20673.82,20673.82,active,2025-11-19T23:58:29.861772
ACCFE0B4F97,CUST000087,checking,****7161,26596.71,26596.71,active,2020-03-15T18:07:20.053682
ACC7B3E6DE3,CUST000088,credit,****2610,48687.67,48687.67,active,2020-07-24T19:36:02.508794
ACC68F8D86A,CUST000088,savings,****1922,23711.61,23711.61,active,2022-02-25T17:54:56.325489
ACC45459F9D,CUST000088,checking,****9292,47745.88,47745.88,active,2024-03-25T13:41:31.463723
ACC2E8663B8,CUST000089,savings,****8599,10525.45,10525.45,active,2018-04-12T23:28:01.154559
ACCBF3ED92F,CUST000090,credit,****1644,33890.23,33890.23,active,2019-09-23T04:18:55.725365
ACC038413C5,CUST000090,checking,****1173,36615.73,36615.73,active,2017-06-03T21:27:25.065763
ACC749B64E1,CUST000091,credit,****8900,29145.33,29145.33,active,2021-04-13T00:56:03.859679
ACC3DC2E4E6,CUST000091,checking,****6896,22750.71,22750.71,active,2018-12-11T23:49:47.247416
ACCDB243D61,CUST000091,credit,****5518,22365.82,22365.82,active,2021-09-04T04:26:58.023957
ACCDB63A73E,CUST000092,credit,****2364,32296.22,32296.22,active,2015-11-24T09:49:34.796147
ACCE99BD344,CUST000093,checking,****4808,46712.69,46712.69,active,2020-08-05T10:34:23.785359
ACC687EEFA0,CUST000094,savings,****4535,9492.37,9492.37,active,2020-10-31T20:41:50.411338
ACC76968457,CUST000095,credit,****4420,29307.46,29307.46,active,2023-04-22T07:47:01.068310
ACC9A292E81,CUST000095,credit,****5617,16147.95,16147.95,active,2015-11-04T09:49:22.510468
ACC89FD88E0,CUST000095,checking,****8368,11124.21,11124.21,active,2019-02-21T17:23:40.259439
ACC8A2F37C8,CUST000096,credit,****3292,27802.06,27802.06,active,2017-03-11T10:59:40.148850
ACC202FE81C,CUST000096,credit,****9376,27930.97,27930.97,active,2017-05-19T10:52:51.024167
ACCE9582688,CUST000096,credit,****3966,36541.87,36541.87,active,2021-10-14T09:14:53.159311
ACCC639D005,CUST000097,credit,****4449,1947.16,1947.16,active,2024-03-12T15:16:16.823190
ACC1AC28DDB,CUST000097,savings,****8870,11216.57,11216.57,active,2024-02-15T02:26:36.118104
ACC43AA6025,CUST000098,checking,****7576,34498.69,34498.69,active,2025-05-15T09:55:45.005555
ACCC6370BA2,CUST000099,credit,****8710,26236.83,26236.83,active,2022-10-31T04:45:33.655254
ACC99FD4DD4,CUST000099,credit,****9726,44528.07,44528.07,active,2015-04-05T12:30:48.855614
ACCFDECE431,CUST000099,checking,****6416,2796.73,2796.73,active,2016-05-21T08:40:28.352204
ACC437039E6,CUST000100,checking,****4030,30512.92,30512.92,active,2021-04-13T23:10:18.521484
ACC46DCE46A,CUST000101,credit,****3603,10297.21,10297.21,active,2017-08-19T07:54:42.612806
ACC1B182643,CUST000102,savings,****6098,18204.61,18204.61,active,2018-05-09T03:30:19.440363
ACC5C0AA8F8,CUST000102,checking,****5650,6272.5,6272.5,active,2020-06-26T15:22:11.853308
ACC253FB63F,CUST000103,credit,****9056,34578.23,34578.23,active,2019-11-03T15:44:33.755620
ACCFDE5D51E,CUST000103,savings,****9585,21795.59,21795.59,active,2024-06-01T12:08:54.455643
ACCA83DE030,CUST000103,savings,****8250,37007.5,37007.5,active,2024-06-02T04:08:35.027374
ACC19060AAE,CUST000104,savings,****1793,43008.9,43008.9,active,2018-03-26T05:59:58.633054
ACC1FBFC258,CUST000104,credit,****8690,20042.71,20042.71,active,2021-05-06T05:32:26.713623
ACC57AF76B8,CUST000104,savings,****9560,37256.24,37256.24,active,2024-07-29T00:34:04.091560
ACC31A7A541,CUST000105,checking,****5688,13868.15,13868.15,active,2016-12-02T12:27:00.998865
ACC0C32E905,CUST000105,savings,****4434,18305.36,18305.36,active,2017-10-28T19:30:54.429943
ACCC9A5373E,CUST000106,credit,****6964,42212.51,42212.51,active,2020-05-11T16:56:06.592769
ACCCFD97803,CUST000107,checking,****8656,9286.47,9286.47,active,2024-01-16T22:32:57.993695
ACCD468AF41,CUST000107,credit,****9457,22414.37,22414.37,active,2018-08-13T21:48:39.522746
ACCEEEF2EC7,CUST000108,credit,****2923,42272.72,42272.72,active,2017-01-17T22:24:44.549766
ACCF789CBDD,CUST000108,credit,****3727,27940.26,27940.26,active,2024-10-04T21:23:09.487389
ACC0B7E7E06,CUST000109,savings,****8485,7489.56,7489.56,active,2025-11-19T04:24:37.734783
ACC50A5B708,CUST000109,savings,****2061,3441.2,3441.2,active,2017-01-05T01:39:40.202418
ACCC2BB1DEF,CUST000110,savings,****2647,25326.02,25326.02,active,2023-05-26T01:41:16.561388
ACC0509A9B0,CUST000110,savings,****7481,22902.78,22902.78,active,2019-03-13T10:33:54.720511
ACC5EF829E1,CUST000110,checking,****6579,7023.92,7023.92,active,2017-11-03T03:07:40.989186
ACC038EE5C9,CUST000111,checking,****2102,37124.8,37124.8,active,2019-04-06T16:43:44.698709
ACC42153678,CUST000111,savings,****1176,43093.95,43093.95,active,2018-02-26T07:56:14.383223
ACCC77D4333,CUST000111,checking,****2752,12398.75,12398.75,active,2020-01-25T03:44:42.069067
ACCBFA24B70,CUST000112,checking,****6690,6678.32,6678.32,active,2018-12-26T16:44:19.631206
ACCC9D38721,CUST000113,savings,****6507,36295.44,36295.44,active,2015-12-07T14:56:43.777910
ACCA94728E3,CUST000113,savings,****3096,33857.73,33857.73,active,2021-08-29T02:58:40.863742
ACCAA40576B,CUST000113,savings,****9338,17228.03,17228.03,active,2018-07-15T02:03:22.527381
ACCBB88B9DC,CUST000114,checking,****2016,24550.57,24550.57,active,2025-07-29T02:27:04.592874
ACC57224070,CUST000115,savings,****3085,3243.58,3243.58,active,2016-09-22T13:58:31.121984
ACCB74752D9,CUST000115,checking,****8627,16644.85,16644.85,active,2025-03-12T13:16:24.817285
ACC4CBF70A7,CUST000116,checking,****3511,295.19,295.19,active,2025-05-31T06:37:10.194788
ACC051D4128,CUST000117,credit,****5171,4478.24,4478.24,active,2019-06-02T22:43:42.198407
ACC2105C3AB,CUST000117,credit,****3843,49534.86,49534.86,active,2022-04-23T20:19:04.970341
ACC560D5D9B,CUST000117,credit,****1841,42285.1,42285.1,active,2021-10-23T13:24:12.815587
ACC9291AC0E,CUST000118,checking,****9695,26850.65,26850.65,active,2020-12-23T04:15:58.002954
ACCFDE29F84,CUST000118,credit,****3478,25742.6,25742.6,active,2021-11-23T18:41:18.691244
ACCACB99E46,CUST000118,savings,****2258,43172.06,43172.06,active,2017-06-21T16:54:27.702301
ACC04A7CCC7,CUST000119,credit,****9034,42855.77,42855.77,active,2022-12-20T16:31:58.369268
ACC0896F4C8,CUST000119,credit,****6063,11589.63,11589.63,active,2020-11-28T18:29:23.191339
ACCBECA9174,CUST000120,credit,****6183,37255.03,37255.03,active,2019-11-20T01:58:51.276634
ACC3E286C76,CUST000121,checking,****6922,28830.99,28830.99,active,2015-02-05T03:13:54.589362
ACC639A7C61,CUST000122,savings,****4833,27044.41,27044.41,active,2019-02-01T14:02:35.069361
ACC24564992,CUST000123,savings,****1161,46982.76,46982.76,active,2015-09-24T00:56:04.215810
ACC86B0517C,CUST000124,checking,****6973,30157.73,30157.73,active,2018-09-02T19:37:35.740559
ACCF690A19D,CUST000124,savings,****8657,19197.51,19197.51,active,2024-03-15T15:01:05.415404
ACC13636F52,CUST000124,credit,****2956,36370.35,36370.35,active,2025-12-23T20:56:43.491913
ACC19AFA46C,CUST000125,credit,****8444,887.4,887.4,active,2025-01-19T23:03:16.873823
ACC9FCA2F36,CUST000126,credit,****5194,10857.17,10857.17,active,2023-03-23T15:34:21.227379
ACC7BE91D6D,CUST000127,credit,****5036,36473.5,36473.5,active,2024-12-19T16:26:31.337994
ACC78AC8B6A,CUST000128,checking,****6245,42212.75,42212.75,active,2022-02-15T20:51:00.056355
ACC6BE2F69A,CUST000128,credit,****8818,19594.11,19594.11,active,2020-10-28T08:56:24.201880
ACC50D2CA6B,CUST000129,credit,****9908,48644.74,48644.74,active,2021-06-17T23:39:48.661736
ACC91FAB4D7,CUST000129,checking,****2239,1587.43,1587.43,active,2022-04-11T21:26:23.203810
ACCC0DCCC47,CUST000130,savings,****1223,18043.51,18043.51,active,2023-09-09T13:01:56.482617
ACC98F0178D,CUST000130,checking,****8303,18316.62,18316.62,active,2018-07-19T11:15:11.134278
ACCA67276F3,CUST000130,savings,****4900,30669.08,30669.08,active,2016-08-27T20:51:04.927553
ACCACDE7004,CUST000131,credit,****1303,10713.34,10713.34,active,2019-05-25T15:07:03.233754
ACC827E8AF9,CUST000132,credit,****1568,12631.53,12631.53,active,2020-10-14T19:05:51.425117
ACC754EC920,CUST000133,checking,****8311,37175.25,37175.25,active,2019-12-18T20:09:10.574740
ACC95F92556,CUST000134,checking,****4152,4157.78,4157.78,active,2025-12-03T15:30:35.480331
ACC4F7F9AFD,CUST000134,credit,****4996,47878.44,47878.44,active,2023-05-09T21:21:34.840338
ACCC8E7FCE5,CUST000135,checking,****1975,41319.98,41319.98,active,2018-06-02T06:04:57.712648
ACCF036931E,CUST000136,savings,****1345,48225.48,48225.48,active,2021-08-18T23:00:10.042604
ACCC33C082C,CUST000137,credit,****7784,40596.43,40596.43,active,2019-12-02T17:35:41.094481
ACC378B3D78,CUST000138,checking,****1707,44146.39,44146.39,active,2024-07-17T21:39:33.322749
ACCDADBECFB,CUST000139,savings,****6215,45003.55,45003.55,active,2018-02-28T02:28:34.910548
ACC20F71FB8,CUST000139,credit,****5146,45774.82,45774.82,active,2018-09-02T03:10:04.917613
ACC21AE0E7F,CUST000140,savings,****6293,17780.9,17780.9,active,2018-03-03T00:38:56.641438
ACC08FA3DA3,CUST000140,checking,****9033,14222.4,14222.4,active,2022-01-11T12:37:22.772110
ACCD2F1270F,CUST000141,checking,****8306,3533.85,3533.85,active,2022-02-05T15:40:49.527850
ACC2D3E3A08,CUST000142,credit,****7297,28734.45,28734.45,active,2022-11-27T06:39:33.756243
ACCFB54ADE2,CUST000142,credit,****2609,3245.51,3245.51,active,2018-10-25T10:43:37.275911
ACCE13E667F,CUST000143,savings,****6552,32397.69,32397.69,active,2016-02-21T06:43:09.756105
ACCAC324918,CUST000144,credit,****7188,49996.51,49996.51,active,2022-01-14T05:34:04.245538
ACC7ED4870A,CUST000144,checking,****2055,37886.88,37886.88,active,2015-12-28T10:51:29.360136
ACCA7B8868A,CUST000144,credit,****2316,48953.98,48953.98,active,2019-09-07T20:58:34.503357
ACCD15F7C07,CUST000145,checking,****3795,44031.5,44031.5,active,2018-02-25T11:50:17.550617
ACC5327A7E2,CUST000145,checking,****4048,34035.41,34035.41,active,2024-01-07T04:36:06.667848
ACCFA15C124,CUST000146,savings,****5094,28608.64,28608.64,active,2017-07-10T05:56:49.512298
