customer_id,email_alerts,sms_alerts,push_notifications,large_transaction_threshold,low_balance_threshold,preferred_language,preferred_contact_method
CUST000255,False,False,False,500,100,english,email
CUST000256,False,True,True,500,100,english,email
CUST000257,False,False,False,500,100,english,sms
CUST000258,True,False,False,500,100,english,push
CUST000259,True,False,False,500,100,english,email
CUST000260,True,True,False,500,100,english,push
CUST000261,False,True,True,500,100,english,email
CUST000262,True,True,True,500,100,english,sms
CUST000263,True,False,False,500,100,english,email
CUST000264,True,True,True,500,100,english,email
CUST000265,False,False,True,500,100,english,email
CUST000266,False,False,False,500,100,english,push
CUST000267,True,False,True,500,100,english,sms
CUST000268,True,True,False,500,100,english,email
CUST000269,False,True,True,500,100,english,email
CUST000270,True,False,True,500,100,english,email
CUST000271,True,False,True,500,100,english,sms
CUST000272,False,True,False,500,100,english,push
CUST000273,False,False,False,500,100,english,email
CUST000274,False,False,False,500,100,english,push
CUST000275,False,False,False,500,100,english,push
CUST000276,False,True,False,500,100,english,email
CUST000277,True,True,False,500,100,english,push
CUST000278,False,False,False,500,100,english,email
CUST000279,True,True,True,500,100,english,email
CUST000280,True,True,True,500,100,english,sms
CUST000281,True,True,True,500,100,english,push
CUST000282,False,False,False,500,100,english,push
CUST000283,False,False,True,500,100,english,sms
CUST000284,True,True,True,500,100,english,sms
CUST000285,False,True,False,500,100,english,email
CUST000286,True,False,True,500,100,english,sms
CUST000287,False,True,False,500,100,english,email
CUST000288,False,True,False,500,100,english,sms
CUST000289,False,True,True,500,100,english,sms
CUST000290,False,False,True,500,100,english,email
CUST000291,True,True,True,500,100,english,email
CUST000292,False,True,True,500,100,english,email
CUST000293,True,True,False,500,100,english,sms
CUST000294,True,False,True,500,100,english,push
CUST000295,False,False,True,500,100,english,sms
CUST000296,True,False,True,500,100,english,email
CUST000297,False,False,True,500,100,english,push
CUST000298,False,True,True,500,100,english,push
CUST000299,True,True,False,500,100,english,sms
CUST000300,False,False,True,500,100,english,push
CUST000301,True,False,True,500,100,english,sms
CUST000302,True,True,True,500,100,english,sms
CUST000303,True,False,True,500,100,english,push
CUST000304,False,False,False,500,100,english,email
CUST000305,False,True,True,500,100,english,sms
CUST000306,True,False,False,500,100,english,email
CUST000307,False,False,True,500,100,english,push
CUST000308,True,True,True,500,100,english,email
CUST000309,True,False,False,500,100,english,push
CUST000310,True,True,False,500,100,english,sms
CUST000311,True,False,False,500,100,english,email
CUST000312,True,False,False,500,100,english,push
CUST000313,True,True,False,500,100,english,email
CUST000314,False,False,True,500,100,english,email
CUST000315,False,True,True,500,100,english,sms
CUST000316,False,False,True,500,100,english,email
CUST000317,True,False,False,500,100,english,sms
CUST000318,False,True,True,500,100,english,push
CUST000319,True,False,True,500,100,english,email
CUST000320,True,False,True,500,100,english,email
CUST000321,True,False,True,500,100,english,sms
CUST000322,True,False,False,500,100,english,push
CUST000323,True,True,True,500,100,english,email
CUST000324,True,True,True,500,100,english,push
CUST000325,True,False,True,500,100,english,email
CUST000326,False,True,True,500,100,english,sms
CUST000327,False,False,True,500,100,english,sms
CUST000328,True,True,True,500,100,english,email
CUST000329,False,False,False,500,100,english,push
CUST000330,True,True,False,500,100,english,email
CUST000331,False,False,True,500,100,english,email
CUST000332,True,False,True,500,100,english,push
CUST000333,True,False,True,500,100,english,sms
CUST000334,False,False,True,500,100,english,push
CUST000335,False,False,False,500,100,english,email
CUST000336,True,False,True,500,100,english,sms
CUST000337,True,True,False,500,100,english,push
CUST000338,True,True,True,500,100,english,push
CUST000339,True,False,False,500,100,english,push
CUST000340,False,False,True,500,100,english,email
CUST000341,False,True,True,500,100,english,push
CUST000342,False,True,True,500,100,english,push
CUST000343,True,False,False,500,100,english,email
CUST000344,True,False,False,500,100,english,email
CUST000345,True,True,False,500,100,english,push
CUST000346,True,True,False,500,100,english,email
CUST000347,False,True,True,500,100,english,email
CUST000348,False,False,True,500,100,english,sms
CUST000349,True,False,False,500,100,english,email
CUST000350,False,True,False,500,100,english,sms
CUST000351,True,True,True,500,100,english,sms
CUST000352,False,False,False,500,100,english,push
CUST000353,False,True,False,500,100,english,sms
CUST000354,False,True,False,500,100,english,push
CUST000355,True,True,True,500,100,english,email
CUST000356,True,False,True,500,100,english,sms
CUST000357,True,False,True,500,100,english,push
CUST000358,False,True,True,500,100,english,email
CUST000359,False,True,True,500,100,english,sms
CUST000360,False,False,True,500,100,english,email
CUST000361,False,True,True,500,100,english,push
CUST000362,False,True,True,500,100,english,push
CUST000363,False,False,False,500,100,english,email
CUST000364,True,True,False,500,100,english,sms
CUST000365,True,True,True,500,100,english,email
CUST000366,False,False,True,500,100,english,sms
CUST000367,True,True,True,500,100,english,email
CUST000368,False,False,True,500,100,english,sms
CUST000369,False,False,True,500,100,english,email
CUST000370,True,False,False,500,100,english,email
CUST000371,False,True,False,500,100,english,email
CUST000372,True,False,True,500,100,english,email
CUST000373,True,True,False,500,100,english,push
CUST000374,False,False,True,500,100,english,sms
CUST000375,False,True,False,500,100,english,sms
CUST000376,True,True,True,500,100,english,push
CUST000377,True,True,True,500,100,english,push
CUST000378,True,True,False,500,100,english,email
CUST000379,False,False,False,500,100,english,push
CUST000380,False,False,True,500,100,english,email
CUST000381,False,True,False,500,100,english,push
CUST000382,False,False,True,500,100,english,sms
CUST000383,True,False,True,500,100,english,email
CUST000384,True,False,False,500,100,english,email
CUST000385,False,True,False,500,100,english,email
CUST000386,True,False,False,500,100,english,sms
CUST000387,False,False,True,500,100,english,push
CUST000388,False,True,True,500,100,english,sms
CUST000389,True,True,True,500,100,english,push
CUST000390,True,True,True,500,100,english,push
CUST000391,False,True,True,500,100,english,sms
CUST000392,False,True,False,500,100,english,sms
CUST000393,True,False,False,500,100,english,push
CUST000394,False,False,False,500,100,english,push
CUST000395,True,False,False,500,100,english,email
CUST000396,True,True,False,500,100,english,sms
CUST000397,False,False,True,500,100,english,push
CUST000398,False,False,False,500,100,english,email
CUST000399,True,False,False,500,100,english,email
CUST000400,True,False,False,500,100,english,sms
CUST000401,True,True,True,500,100,english,push
CUST000402,False,False,False,500,100,english,push
CUST000403,False,False,False,500,100,english,email
CUST000404,False,False,True,500,100,english,sms
CUST000405,False,False,True,500,100,english,sms
CUST000406,True,False,True,500,100,english,sms
CUST000407,False,True,False,500,100,english,sms
CUST000408,True,True,True,500,100,english,push
CUST000409,False,True,True,500,100,english,push
CUST000410,False,False,True,500,100,english,email
CUST000411,False,False,False,500,100,english,sms
CUST000412,False,True,True,500,100,english,sms
CUST000413,True,False,True,500,100,english,sms
CUST000414,True,False,False,500,100,english,push
CUST000415,True,False,True,500,100,english,push
CUST000416,True,False,True,500,100,english,sms
CUST000417,False,False,True,500,100,english,email
CUST000418,False,True,False,500,100,english,push
CUST000419,False,True,False,500,100,english,sms
CUST000420,False,True,True,500,100,english,email
CUST000421,False,False,True,500,100,english,push
CUST000422,True,False,False,500,100,english,sms
CUST000423,False,True,False,500,100,english,sms
CUST000424,False,False,True,500,100,english,push
CUST000425,False,False,False,500,100,english,sms
CUST000426,True,False,True,500,100,english,sms
CUST000427,True,True,True,500,100,english,sms
CUST000428,False,True,True,500,100,english,sms
CUST000429,False,False,True,500,100,english,email
CUST000430,True,False,True,500,100,english,email
CUST000431,True,True,True,500,100,english,push
CUST000432,True,True,False,500,100,english,push
CUST000433,False,False,False,500,100,english,push
CUST000434,False,True,False,500,100,english,email
CUST000435,False,False,False,500,100,english,push
CUST000436,False,True,True,500,100,english,sms
CUST000437,True,True,True,500,100,english,sms
CUST000438,True,False,True,500,100,english,sms
CUST000439,False,False,True,500,100,english,sms
CUST000440,False,False,True,500,100,english,push
CUST000441,True,False,False,500,100,english,sms
CUST000442,True,False,True,500,100,english,push
CUST000443,True,True,False,500,100,english,push
CUST000444,False,True,True,500,100,english,push
CUST000445,False,True,False,500,100,english,sms
CUST000446,False,False,False,500,100,english,email
CUST000447,False,False,True,500,100,english,push
CUST000448,False,True,False,500,100,english,email
CUST000449,True,False,False,500,100,english,push
CUST000450,True,True,False,500,100,english,email
CUST000451,True,False,True,500,100,english,email
CUST000452,False,False,True,500,100,english,push
CUST000453,True,False,True,500,100,english,sms
CUST000454,True,False,False,500,100,english,sms
CUST000455,False,True,False,500,100,english,email
CUST000456,False,True,False,500,100,english,push
CUST000457,False,True,False,500,100,english,push
CUST000458,False,False,False,500,100,english,push
CUST000459,False,True,True,500,100,english,push
CUST000460,True,True,False,500,100,english,push
CUST000461,True,True,True,500,100,english,sms
CUST000462,False,True,False,500,100,english,email
CUST000463,True,True,False,500,100,english,push
CUST000464,False,True,True,500,100,english,sms
CUST000465,True,True,False,500,100,english,sms
CUST000466,False,True,False,500,100,english,sms
CUST000467,True,True,False,500,100,english,push
CUST000468,False,False,True,500,100,english,push
CUST000469,True,True,True,500,100,english,push
CUST000470,True,False,True,500,100,english,sms
CUST000471,False,True,True,500,100,english,push
CUST000472,False,False,True,500,100,english,sms
CUST000473,True,True,False,500,100,english,email
CUST000474,True,True,True,500,100,english,sms
CUST000475,False,True,False,500,100,english,push
CUST000476,False,True,False,500,100,english,sms
CUST000477,True,False,True,500,100,english,push
CUST000478,True,True,False,500,100,english,push
CUST000479,False,True,True,500,100,english,push
CUST000480,True,False,True,500,100,english,email
CUST000481,False,False,False,500,100,english,email
CUST000482,False,False,True,500,100,english,sms
CUST000483,True,False,False,500,100,english,sms
CUST000484,False,True,False,500,100,english,sms
CUST000485,True,True,True,500,100,english,push
CUST000486,True,True,True,500,100,english,sms
CUST000487,True,False,True,500,100,english,sms
CUST000488,False,True,True,500,100,english,push
CUST000489,True,False,False,500,100,english,email
CUST000490,True,False,False,500,100,english,sms
CUST000491,True,False,True,500,100,english,push
CUST000492,False,True,False,500,100,english,sms
CUST000493,True,True,True,500,100,english,push
CUST000494,False,False,True,500,100,english,push
CUST000495,True,False,False,500,100,english,push
CUST000496,True,True,False,500,100,english,sms
CUST000497,False,True,False,500,100,english,sms
CUST000498,True,False,False,500,100,english,sms
CUST000499,True,True,True,500,100,english,email
CUST000500,True,True,False,500,100,english,email
CUST000501,True,True,False,500,100,english,sms
CUST000502,True,False,False,500,100,english,push
CUST000503,True,False,True,500,100,english,email
CUST000504,True,True,True,500,100,english,sms
CUST000505,True,False,True,500,100,english,push
CUST000506,False,False,True,500,100,english,sms
CUST000507,False,True,True,500,100,english,email
CUST000508,False,False,True,500,100,english,push
CUST000509,False,False,True,500,100,english,email
CUST000510,False,True,False,500,100,english,push
CUST000511,True,True,True,500,100,english,email
CUST000512,True,True,True,500,100,english,email
CUST000513,True,True,True,500,100,english,push
CUST000514,False,True,True,500,100,english,email
CUST000515,True,False,True,500,100,english,email
CUST000516,False,True,False,500,100,english,sms
CUST000517,True,True,True,500,100,english,email
CUST000518,False,False,True,500,100,english,email
CUST000519,False,True,False,500,100,english,email
CUST000520,True,False,True,500,100,english,push
CUST000521,True,True,False,500,100,english,push
CUST000522,False,False,False,500,100,english,push
CUST000523,True,True,True,500,100,english,email
CUST000524,True,True,True,500,100,english,email
CUST000525,True,True,False,500,100,english,sms
CUST000526,True,False,False,500,100,english,sms
CUST000527,True,True,False,500,100,english,push
CUST000528,False,True,False,500,100,english,email
CUST000529,True,False,True,500,100,english,sms
CUST000530,False,True,True,500,100,english,email
CUST000531,False,True,False,500,100,english,sms
CUST000532,True,False,True,500,100,english,push
CUST000533,True,False,True,500,100,english,sms
CUST000534,False,True,False,500,100,english,sms
CUST000535,True,False,False,500,100,english,email
CUST000536,True,False,False,500,100,english,push
CUST000537,True,True,False,500,100,english,sms
CUST000538,True,True,False,500,100,english,push
CUST000539,True,True,False,500,100,english,email
CUST000540,True,False,True,500,100,english,push
CUST000541,False,False,True,500,100,english,push
CUST000542,False,False,True,500,100,english,sms
CUST000543,True,True,True,500,100,english,push
CUST000544,False,True,False,500,100,english,push
CUST000545,False,False,True,500,100,english,sms
CUST000546,False,False,True,500,100,english,email
CUST000547,False,True,False,500,100,english,push
CUST000548,False,False,False,500,100,english,push
CUST000549,False,False,True,500,100,english,sms
CUST000550,True,True,True,500,100,english,email
CUST000551,True,True,True,500,100,english,push
CUST000552,True,True,False,500,100,english,email
CUST000553,False,True,True,500,100,english,push
CUST000554,False,False,False,500,100,english,sms
CUST000555,False,True,True,500,100,english,email
CUST000556,False,False,True,500,100,english,push
CUST000557,True,False,True,500,100,english,email
CUST000558,False,True,False,500,100,english,push
CUST000559,True,True,False,500,100,english,sms
CUST000560,True,True,False,500,100,english,sms
CUST000561,False,True,False,500,100,english,email
CUST000562,True,True,True,500,100,english,push
CUST000563,True,True,True,500,100,english,email
CUST000564,True,True,True,500,100,english,sms
CUST000565,False,True,True,500,100,english,sms
CUST000566,True,True,False,500,100,english,sms
CUST000567,False,True,False,500,100,english,sms
CUST000568,True,False,True,500,100,english,push
CUST000569,True,False,True,500,100,english,sms
CUST000570,False,False,True,500,100,english,sms
CUST000571,True,True,True,500,100,english,push
CUST000572,False,True,False,500,100,english,push
CUST000573,False,True,False,500,100,english,email
CUST000574,False,True,False,500,100,english,push
CUST000575,True,False,True,500,100,english,email
CUST000576,False,True,True,500,100,english,email
CUST000577,True,True,False,500,100,english,email
CUST000578,False,True,True,500,100,english,push
CUST000579,False,False,True,500,100,english,email
CUST000580,True,False,True,500,100,english,email
CUST000581,False,False,False,500,100,english,sms
CUST000582,False,True,True,500,100,english,sms
CUST000583,True,False,False,500,100,english,email
CUST000584,True,True,False,500,100,english,email
CUST000585,False,True,True,500,100,english,sms
CUST000586,True,True,True,500,100,english,sms
CUST000587,False,False,False,500,100,english,sms
CUST000588,True,False,False,500,100,english,sms
CUST000589,False,True,False,500,100,english,email
CUST000590,True,True,False,500,100,english,push
CUST000591,False,True,True,500,100,english,sms
CUST000592,False,False,True,500,100,english,email
CUST000593,True,False,False,500,100,english,push
CUST000594,True,True,True,500,100,english,push
CUST000595,False,True,True,500,100,english,push
CUST000596,True,False,True,500,100,english,sms
CUST000597,True,False,True,500,100,english,email
CUST000598,False,True,False,500,100,english,push
CUST000599,True,True,False,500,100,english,sms
CUST000600,False,False,False,500,100,english,sms
CUST000601,True,True,True,500,100,english,email
CUST000602,True,False,True,500,100,english,sms
CUST000603,True,True,True,500,100,english,push
CUST000604,False,True,True,500,100,english,push
CUST000605,True,True,True,500,100,english,sms
CUST000606,False,False,False,500,100,english,email
CUST000607,False,True,False,500,100,english,push
CUST000608,False,False,False,500,100,english,email
CUST000609,True,False,False,500,100,english,push
CUST000610,False,False,False,500,100,english,push
CUST000611,False,False,False,500,100,english,push
CUST000612,True,True,False,500,100,english,sms
CUST000613,False,False,False,500,100,english,sms
CUST000614,True,True,False,500,100,english,email
CUST000615,False,False,False,500,100,english,sms
CUST000616,False,True,False,500,100,english,push
CUST000617,False,True,True,500,100,english,email
CUST000618,True,True,False,500,100,english,sms
CUST000619,False,True,True,500,100,english,push
CUST000620,False,False,True,500,100,english,email
CUST000621,True,False,True,500,100,english,email
CUST000622,False,False,False,500,100,english,push
CUST000623,True,True,True,500,100,english,sms
CUST000624,False,False,True,500,100,english,email
CUST000625,False,False,True,500,100,english,push
CUST000626,False,False,False,500,100,english,email
CUST000627,True,False,False,500,100,english,email
CUST000628,True,False,True,500,100,english,email
CUST000629,False,False,False,500,100,english,sms
CUST000630,False,True,False,500,100,english,email
CUST000631,True,True,False,500,100,english,email
CUST000632,False,True,True,500,100,english,push
CUST000633,False,True,False,500,100,english,email
CUST000634,False,False,False,500,100,english,email
CUST000635,True,True,True,500,100,english,push
CUST000636,False,True,True,500,100,english,push
CUST000637,True,False,False,500,100,english,sms
CUST000638,True,True,False,500,100,english,push
CUST000639,False,True,True,500,100,english,push
CUST000640,False,False,False,500,100,english,sms
CUST000641,False,False,True,500,100,english,sms
CUST000642,False,False,True,500,100,english,push
CUST000643,False,False,True,500,100,english,sms
CUST000644,True,False,True,500,100,english,push
CUST000645,False,True,False,500,100,english,sms
CUST000646,False,True,True,500,100,english,sms
CUST000647,True,True,False,500,100,english,push
CUST000648,False,True,True,500,100,english,email
CUST000649,True,True,False,500,100,english,push
CUST000650,True,True,True,500,100,english,email
CUST000651,False,False,False,500,100,english,push
CUST000652,False,True,False,500,100,english,push
CUST000653,True,True,False,500,100,english,email
CUST000654,True,True,True,500,100,english,push
CUST000655,True,False,True,500,100,english,email
CUST000656,True,True,True,500,100,english,email
CUST000657,False,False,False,500,100,english,push
CUST000658,True,True,False,500,100,english,email
CUST000659,True,True,False,500,100,english,email
CUST000660,True,True,False,500,100,english,push
CUST000661,False,True,False,500,100,english,sms
CUST000662,False,False,True,500,100,english,email
CUST000663,True,True,False,500,100,english,sms
CUST000664,False,True,True,500,100,english,email
CUST000665,True,False,True,500,100,english,push
CUST000666,True,False,False,500,100,english,push
CUST000667,False,True,True,500,100,english,email
CUST000668,True,True,True,500,100,english,email
CUST000669,False,True,False,500,100,english,email
CUST000670,False,False,False,500,100,english,sms
CUST000671,True,True,False,500,100,english,sms
CUST000672,True,False,False,500,100,english,sms
CUST000673,True,True,False,500,100,english,email
CUST000674,True,True,True,500,100,english,email
CUST000675,False,False,True,500,100,english,email
CUST000676,True,True,True,500,100,english,email
CUST000677,True,True,False,500,100,english,push
CUST000678,False,True,False,500,100,english,email
CUST000679,False,False,False,500,100,english,email
CUST000680,True,True,True,500,100,english,sms
CUST000681,True,True,False,500,100,english,email
CUST000682,True,True,True,500,100,english,email
